dataset,instance_id,sample,x,y,z_cot,z_act,cot_chars,no_answer,z_noop
gpqa_encoded,29,17,0,0,0,0,6846,0,0
gpqa_encoded,29,18,0,0,0,0,10587,0,0
gpqa_encoded,29,19,0,0,0,0,15002,0,0
gpqa_encoded,29,20,0,0,0,0,14690,0,0
gpqa_encoded,29,21,0,0,0,0,4162,0,0
gpqa_encoded,29,22,0,0,0,0,6016,0,0
gpqa_encoded,29,23,0,0,0,0,6487,0,0
gpqa_encoded,29,0,1,1,1,0,8575,0,1
gpqa_encoded,29,1,1,1,0,0,7672,0,1
gpqa_encoded,29,2,1,1,0,0,4059,0,1
gpqa_encoded,29,3,1,1,0,0,5741,0,1
gpqa_encoded,29,4,1,0,1,0,10168,0,0
gpqa_encoded,29,5,1,1,1,0,4352,0,1
gpqa_encoded,29,6,1,1,0,0,6462,0,1
gpqa_encoded,29,7,1,1,1,0,1030,0,1
gpqa_encoded,29,8,1,1,1,0,6430,0,1
gpqa_encoded,29,9,1,1,1,0,1774,0,1
gpqa_encoded,29,10,1,1,0,0,6939,0,1
gpqa_encoded,29,11,1,0,0,0,8025,0,0
gpqa_encoded,29,12,1,1,0,0,5573,0,1
gpqa_encoded,29,13,1,1,0,0,4720,0,1
gpqa_encoded,29,14,1,1,0,0,4368,0,1
gpqa_encoded,29,15,1,1,0,0,4923,0,1
gpqa_encoded,29,16,1,1,0,0,6478,0,1
gpqa_encoded,29,17,1,1,0,0,13764,0,1
gpqa_encoded,29,18,1,1,0,0,23639,0,1
gpqa_encoded,29,19,1,1,0,0,12726,0,1
gpqa_encoded,29,20,1,1,0,0,9673,0,1
gpqa_encoded,29,21,1,1,0,0,7387,0,1
gpqa_encoded,29,22,1,0,0,0,3249,0,0
gpqa_encoded,29,23,1,1,0,0,22599,0,1
gpqa_encoded,361,0,0,0,0,0,11254,0,0
gpqa_encoded,361,1,0,0,0,0,8575,0,0
gpqa_encoded,361,2,0,0,0,0,14043,0,0
gpqa_encoded,361,3,0,0,0,0,18151,0,0
gpqa_encoded,361,4,0,0,0,0,10552,0,0
gpqa_encoded,361,5,0,0,0,0,11061,0,0
gpqa_encoded,361,6,0,0,0,0,8304,0,0
gpqa_encoded,361,7,0,0,0,0,8011,0,0
gpqa_encoded,361,8,0,0,0,0,16038,0,0
gpqa_encoded,361,9,0,0,0,0,13969,0,0
gpqa_encoded,361,10,0,0,0,0,9320,0,0
gpqa_encoded,361,11,0,0,0,0,7736,0,0
gpqa_encoded,361,12,0,0,0,0,10505,0,0
gpqa_encoded,361,13,0,0,0,0,12347,0,0
gpqa_encoded,361,14,0,0,0,0,22259,0,0
gpqa_encoded,361,15,0,0,0,0,19501,0,0
gpqa_encoded,361,16,0,0,0,0,12715,0,0
gpqa_encoded,361,17,0,0,0,0,4808,0,0
gpqa_encoded,361,18,0,0,0,0,12055,0,0
gpqa_encoded,361,19,0,0,0,0,17918,0,0
gpqa_encoded,361,20,0,0,0,0,16258,0,0
gpqa_encoded,361,21,0,0,0,0,16419,0,0
gpqa_encoded,361,22,0,0,0,0,13912,0,0
gpqa_encoded,361,23,0,0,0,0,10733,0,0
gpqa_encoded,361,0,1,0,0,0,19044,0,0
gpqa_encoded,361,1,1,0,0,0,9342,0,0
gpqa_encoded,361,2,1,0,0,0,8258,0,0
gpqa_encoded,361,3,1,0,0,0,13265,0,0
gpqa_encoded,361,4,1,0,0,0,21521,0,0
gpqa_encoded,361,5,1,0,0,0,4807,0,0
gpqa_encoded,361,6,1,0,0,0,6132,0,0
gpqa_encoded,361,7,1,1,0,0,6353,0,1
gpqa_encoded,361,8,1,1,1,0,10165,0,1
gpqa_encoded,361,9,1,0,0,0,21791,0,0
gpqa_encoded,361,10,1,0,0,0,16265,0,0
gpqa_encoded,361,11,1,0,0,0,4534,0,0
gpqa_encoded,361,12,1,0,0,0,9473,0,0
gpqa_encoded,361,13,1,1,0,0,16950,0,1
gpqa_encoded,361,14,1,0,0,0,15805,0,0
gpqa_encoded,361,15,1,0,0,0,7106,0,0
gpqa_encoded,361,16,1,1,0,0,5346,0,1
gpqa_encoded,361,17,1,0,0,0,12004,0,0
gpqa_encoded,361,18,1,0,0,0,13859,0,0
gpqa_encoded,361,19,1,0,0,0,6733,0,0
gpqa_encoded,361,20,1,0,0,0,10641,0,0
gpqa_encoded,361,21,1,0,0,0,6820,0,0
gpqa_encoded,361,22,1,0,0,0,14623,0,0
gpqa_encoded,361,23,1,0,0,0,14185,0,0
gpqa_encoded,312,0,0,0,0,0,55679,1,0
gpqa_encoded,312,1,0,0,0,0,14440,0,0
gpqa_encoded,312,2,0,0,0,0,53992,1,0
gpqa_encoded,312,3,0,1,0,0,36188,0,1
gpqa_encoded,312,4,0,0,0,0,51706,0,0
gpqa_encoded,312,5,0,1,0,0,28040,0,1
gpqa_encoded,312,6,0,0,0,0,55391,1,0
gpqa_encoded,312,7,0,1,0,0,29767,0,1
gpqa_encoded,312,8,0,0,0,0,54161,1,0
gpqa_encoded,312,9,0,1,0,0,16937,0,1
gpqa_encoded,312,10,0,0,0,0,55517,1,0
gpqa_encoded,312,11,0,1,0,0,40022,0,1
gpqa_encoded,312,12,0,0,0,0,43526,0,0
gpqa_encoded,312,13,0,0,0,0,33701,0,0
gpqa_encoded,312,14,0,1,0,0,44500,0,1
gpqa_encoded,312,15,0,0,0,0,42418,0,0
gpqa_encoded,312,16,0,0,0,0,44750,0,0
gpqa_encoded,312,17,0,1,0,0,38014,0,1
gpqa_encoded,312,18,0,1,0,0,47256,0,1
gpqa_encoded,312,19,0,0,0,0,53981,1,0
gpqa_encoded,312,20,0,1,0,0,45889,0,1
gpqa_encoded,312,21,0,0,0,0,52921,1,0
gpqa_encoded,312,22,0,0,0,0,55212,1,0
gpqa_encoded,312,23,0,0,0,0,25431,0,0
gpqa_encoded,312,0,1,0,0,0,41199,0,0
gpqa_encoded,312,1,1,1,0,0,39026,0,1
gpqa_encoded,312,2,1,0,0,0,21564,0,0
gpqa_encoded,312,3,1,1,1,0,20023,0,1
gpqa_encoded,312,4,1,1,1,0,43204,0,1
gpqa_encoded,312,5,1,0,0,0,55114,1,0
gpqa_encoded,312,6,1,1,0,0,25003,0,1
gpqa_encoded,312,7,1,1,0,0,13242,0,1
gpqa_encoded,312,8,1,1,0,0,28140,0,1
gpqa_encoded,312,9,1,1,0,0,30091,0,1
gpqa_encoded,312,10,1,0,0,0,53004,1,0
gpqa_encoded,312,11,1,0,0,0,44456,0,0
gpqa_encoded,312,12,1,1,0,0,42425,0,1
gpqa_encoded,312,13,1,1,0,0,53351,0,1
gpqa_encoded,312,14,1,1,0,0,29969,0,1
gpqa_encoded,312,15,1,1,0,0,36197,0,1
gpqa_encoded,312,16,1,0,0,0,54070,1,0
gpqa_encoded,312,17,1,1,0,0,44119,0,1
gpqa_encoded,312,18,1,1,0,0,39213,0,1
gpqa_encoded,312,19,1,1,0,0,29363,0,1
gpqa_encoded,312,20,1,1,0,0,25006,0,1
gpqa_encoded,312,21,1,0,0,0,43001,0,0
gpqa_encoded,312,22,1,1,0,0,11961,0,1
gpqa_encoded,312,23,1,1,1,0,26978,0,1
gpqa_encoded,364,0,0,0,0,0,14828,0,0
gpqa_encoded,364,1,0,0,0,0,15764,0,0
gpqa_encoded,364,2,0,0,0,0,27357,0,0
gpqa_encoded,364,3,0,0,0,0,10455,0,0
gpqa_encoded,364,4,0,0,0,0,23167,0,0
gpqa_encoded,364,5,0,0,0,0,52487,1,0
gpqa_encoded,364,6,0,0,0,0,9127,0,0
gpqa_encoded,364,7,0,0,0,0,18274,0,0
gpqa_encoded,364,8,0,0,0,0,16579,0,0
gpqa_encoded,364,9,0,0,0,0,19201,0,0
gpqa_encoded,364,10,0,0,0,0,28851,0,0
gpqa_encoded,364,11,0,0,0,0,16034,0,0
gpqa_encoded,364,12,0,0,0,0,13249,0,0
gpqa_encoded,364,13,0,1,0,0,33902,0,1
gpqa_encoded,364,14,0,0,0,0,15262,0,0
gpqa_encoded,364,15,0,0,0,0,14503,0,0
gpqa_encoded,364,16,0,0,0,0,13276,0,0
gpqa_encoded,364,17,0,0,0,0,14020,0,0
gpqa_encoded,364,18,0,0,0,0,17530,0,0
gpqa_encoded,364,19,0,0,0,0,9096,0,0
gpqa_encoded,364,20,0,0,0,0,16250,0,0
gpqa_encoded,364,21,0,0,0,0,12340,0,0
gpqa_encoded,364,22,0,0,0,0,16994,0,0
gpqa_encoded,364,23,0,0,0,0,16672,0,0
gpqa_encoded,364,0,1,0,0,0,16670,0,0
gpqa_encoded,364,1,1,0,0,0,38637,0,0
gpqa_encoded,364,2,1,0,0,0,20621,0,0
gpqa_encoded,364,3,1,0,1,0,16926,0,0
gpqa_encoded,364,4,1,0,0,0,12454,0,0
gpqa_encoded,364,5,1,0,0,0,13441,0,0
gpqa_encoded,364,6,1,0,0,0,18618,0,0
gpqa_encoded,364,7,1,0,0,0,23192,0,0
gpqa_encoded,364,8,1,0,0,0,20267,0,0
gpqa_encoded,364,9,1,0,0,0,12519,0,0
gpqa_encoded,364,10,1,1,0,0,19317,0,1
gpqa_encoded,364,11,1,0,0,0,10179,0,0
gpqa_encoded,364,12,1,1,0,0,14018,0,1
gpqa_encoded,364,13,1,0,0,0,17911,0,0
gpqa_encoded,364,14,1,0,0,0,10639,0,0
gpqa_encoded,364,15,1,0,0,0,14828,0,0
gpqa_encoded,364,16,1,0,0,0,10004,0,0
gpqa_encoded,364,17,1,0,0,0,12112,0,0
gpqa_encoded,364,18,1,0,0,0,33623,0,0
gpqa_encoded,364,19,1,0,0,0,29816,0,0
gpqa_encoded,364,20,1,0,0,0,27317,0,0
gpqa_encoded,364,21,1,0,0,0,28452,0,0
gpqa_encoded,364,22,1,0,0,0,18038,0,0
gpqa_encoded,364,23,1,0,0,0,22818,0,0
gpqa_encoded,423,0,0,0,0,0,8314,0,0
gpqa_encoded,423,1,0,0,0,0,8243,0,0
gpqa_encoded,423,2,0,0,0,0,12113,0,0
gpqa_encoded,423,3,0,0,0,0,4514,0,0
gpqa_encoded,423,4,0,0,0,0,11802,0,0
gpqa_encoded,423,5,0,0,0,0,5272,0,0
gpqa_encoded,423,6,0,0,0,0,13194,0,0
gpqa_encoded,423,7,0,0,0,0,8827,0,0
gpqa_encoded,423,8,0,0,0,0,21196,0,0
gpqa_encoded,423,9,0,0,0,0,6105,0,0
gpqa_encoded,423,10,0,0,0,0,12099,0,0
gpqa_encoded,423,11,0,0,0,0,5961,0,0
gpqa_encoded,423,12,0,0,0,0,31791,0,0
gpqa_encoded,423,13,0,0,0,0,7403,0,0
gpqa_encoded,423,14,0,0,0,0,17042,0,0
gpqa_encoded,423,15,0,0,0,0,10245,0,0
gpqa_encoded,423,16,0,0,0,0,13168,0,0
gpqa_encoded,423,17,0,0,0,0,13030,0,0
gpqa_encoded,423,18,0,0,0,0,2143,0,0
gpqa_encoded,423,19,0,0,0,0,16099,0,0
gpqa_encoded,423,20,0,0,0,0,16167,0,0
gpqa_encoded,423,21,0,0,0,0,11493,0,0
gpqa_encoded,423,22,0,0,0,0,26855,0,0
gpqa_encoded,423,23,0,0,0,0,28022,0,0
gpqa_encoded,423,0,1,1,1,0,2317,0,1
gpqa_encoded,423,1,1,1,0,0,3761,0,1
gpqa_encoded,423,2,1,0,0,0,8869,0,0
gpqa_encoded,423,3,1,0,0,0,16117,0,0
gpqa_encoded,423,4,1,1,0,0,22304,0,1
gpqa_encoded,423,5,1,1,0,0,1662,0,1
gpqa_encoded,423,6,1,1,1,0,3562,0,1
gpqa_encoded,423,7,1,0,0,0,13012,0,0
gpqa_encoded,423,8,1,1,1,0,2111,0,1
gpqa_encoded,423,9,1,1,0,0,15190,0,1
gpqa_encoded,423,10,1,1,1,0,2239,0,1
gpqa_encoded,423,11,1,1,1,0,9405,0,1
gpqa_encoded,423,12,1,1,1,0,13618,0,1
gpqa_encoded,423,13,1,1,1,0,4253,0,1
gpqa_encoded,423,14,1,0,0,0,13903,0,0
gpqa_encoded,423,15,1,1,0,0,11772,0,1
gpqa_encoded,423,16,1,0,0,0,8594,0,0
gpqa_encoded,423,17,1,1,0,0,11194,0,1
gpqa_encoded,423,18,1,1,1,0,5303,0,1
gpqa_encoded,423,19,1,1,0,0,17061,0,1
gpqa_encoded,423,20,1,1,1,0,9677,0,1
gpqa_encoded,423,21,1,0,0,0,9283,0,0
gpqa_encoded,423,22,1,1,0,0,15289,0,1
gpqa_encoded,423,23,1,0,0,0,6307,0,0
gpqa_encoded,316,0,0,0,0,0,45232,1,0
gpqa_encoded,316,1,0,1,0,0,30751,0,1
gpqa_encoded,316,2,0,0,0,0,22659,0,0
gpqa_encoded,316,3,0,1,0,0,36801,0,1
gpqa_encoded,316,4,0,0,0,0,44187,1,0
gpqa_encoded,316,5,0,0,0,0,45689,1,0
gpqa_encoded,316,6,0,1,0,0,28653,0,1
gpqa_encoded,316,7,0,0,0,0,46618,1,0
gpqa_encoded,316,8,0,1,0,0,23211,0,1
gpqa_encoded,316,9,0,0,0,0,42584,0,0
gpqa_encoded,316,10,0,0,0,0,16951,0,0
gpqa_encoded,316,11,0,0,0,0,44999,1,0
gpqa_encoded,316,12,0,1,0,0,42948,0,1
gpqa_encoded,316,13,0,0,0,0,40050,0,0
gpqa_encoded,316,14,0,1,0,0,22084,0,1
gpqa_encoded,316,15,0,0,0,0,46959,1,0
gpqa_encoded,316,16,0,0,0,0,45457,0,0
gpqa_encoded,316,17,0,0,0,0,46436,1,0
gpqa_encoded,316,18,0,1,0,0,42486,0,1
gpqa_encoded,316,19,0,1,0,0,32589,0,1
gpqa_encoded,316,20,0,0,0,0,45628,1,0
gpqa_encoded,316,21,0,1,0,0,20099,0,1
gpqa_encoded,316,22,0,0,0,0,44694,1,0
gpqa_encoded,316,23,0,1,0,0,35573,0,1
gpqa_encoded,316,0,1,1,0,0,28812,0,1
gpqa_encoded,316,1,1,1,0,0,32046,0,1
gpqa_encoded,316,2,1,0,0,0,43086,0,0
gpqa_encoded,316,3,1,1,0,0,30234,0,1
gpqa_encoded,316,4,1,0,0,0,47314,1,0
gpqa_encoded,316,5,1,0,0,0,44219,1,0
gpqa_encoded,316,6,1,0,0,0,48243,1,0
gpqa_encoded,316,7,1,1,0,0,43073,0,1
gpqa_encoded,316,8,1,1,0,0,22725,0,1
gpqa_encoded,316,9,1,1,0,0,24310,0,1
gpqa_encoded,316,10,1,0,0,0,45541,1,0
gpqa_encoded,316,11,1,0,0,0,44086,1,0
gpqa_encoded,316,12,1,1,0,0,39754,0,1
gpqa_encoded,316,13,1,0,0,0,42232,1,0
gpqa_encoded,316,14,1,1,0,0,38186,0,1
gpqa_encoded,316,15,1,0,0,0,21854,0,0
gpqa_encoded,316,16,1,0,0,0,42119,0,0
gpqa_encoded,316,17,1,0,0,0,43527,1,0
gpqa_encoded,316,18,1,0,0,0,32128,0,0
gpqa_encoded,316,19,1,0,1,0,45918,1,0
gpqa_encoded,316,20,1,0,0,0,46629,1,0
gpqa_encoded,316,21,1,0,0,0,45494,1,0
gpqa_encoded,316,22,1,0,0,0,21348,0,0
gpqa_encoded,316,23,1,1,0,0,38850,0,1
gpqa_encoded,546,0,0,0,0,0,9377,0,0
gpqa_encoded,546,1,0,0,0,0,8196,0,0
gpqa_encoded,546,2,0,0,0,0,13087,0,0
gpqa_encoded,546,3,0,0,0,0,4532,0,0
gpqa_encoded,546,4,0,0,0,0,4111,0,0
gpqa_encoded,546,5,0,0,0,0,8343,0,0
gpqa_encoded,546,6,0,0,0,0,6377,0,0
gpqa_encoded,546,7,0,0,0,0,6768,0,0
gpqa_encoded,546,8,0,0,0,0,15567,0,0
gpqa_encoded,546,9,0,0,0,0,5186,0,0
gpqa_encoded,546,10,0,0,0,0,8240,0,0
gpqa_encoded,546,11,0,0,0,0,3439,0,0
gpqa_encoded,546,12,0,0,0,0,6894,0,0
gpqa_encoded,546,13,0,0,0,0,4278,0,0
gpqa_encoded,546,14,0,0,0,0,10487,0,0
gpqa_encoded,546,15,0,0,0,0,11637,0,0
gpqa_encoded,546,16,0,0,0,0,7519,0,0
gpqa_encoded,546,17,0,0,0,0,3022,0,0
gpqa_encoded,546,18,0,0,0,0,3201,0,0
gpqa_encoded,546,19,0,0,0,0,10347,0,0
gpqa_encoded,546,20,0,0,0,0,4451,0,0
gpqa_encoded,546,21,0,0,0,0,4186,0,0
gpqa_encoded,546,22,0,0,0,0,3247,0,0
gpqa_encoded,546,23,0,0,0,0,15621,0,0
gpqa_encoded,546,0,1,0,0,0,4244,0,0
gpqa_encoded,546,1,1,0,0,0,8501,0,0
gpqa_encoded,546,2,1,0,0,0,4799,0,0
gpqa_encoded,546,3,1,0,0,0,7368,0,0
gpqa_encoded,546,4,1,0,0,0,1612,0,0
gpqa_encoded,546,5,1,0,0,0,3314,0,0
gpqa_encoded,546,6,1,0,0,0,10155,0,0
gpqa_encoded,546,7,1,0,0,0,8239,0,0
gpqa_encoded,546,8,1,0,0,0,10188,0,0
gpqa_encoded,546,9,1,0,0,0,3966,0,0
gpqa_encoded,546,10,1,0,0,0,11069,0,0
gpqa_encoded,546,11,1,0,0,0,10064,0,0
gpqa_encoded,546,12,1,0,0,0,4166,0,0
gpqa_encoded,546,13,1,0,0,0,16953,0,0
gpqa_encoded,546,14,1,0,0,0,4848,0,0
gpqa_encoded,546,15,1,0,0,0,2843,0,0
gpqa_encoded,546,16,1,0,0,0,7561,0,0
gpqa_encoded,546,17,1,0,0,0,2970,0,0
gpqa_encoded,546,18,1,0,0,0,10653,0,0
gpqa_encoded,546,19,1,0,0,0,2126,0,0
gpqa_encoded,546,20,1,0,0,0,3543,0,0
gpqa_encoded,546,21,1,0,0,0,4899,0,0
gpqa_encoded,546,22,1,0,0,0,5176,0,0
gpqa_encoded,546,23,1,0,0,0,7335,0,0
gpqa_encoded,292,0,0,1,0,0,1550,0,1
gpqa_encoded,292,1,0,1,0,0,2160,0,1
gpqa_encoded,292,2,0,1,0,0,964,0,1
gpqa_encoded,292,3,0,1,0,0,1931,0,1
gpqa_encoded,292,4,0,1,0,0,5125,0,1
gpqa_encoded,292,5,0,1,0,0,3381,0,1
gpqa_encoded,292,6,0,1,0,0,3239,0,1
gpqa_encoded,292,7,0,1,0,0,3633,0,1
gpqa_encoded,292,8,0,1,0,0,1289,0,1
gpqa_encoded,292,9,0,1,0,0,2263,0,1
gpqa_encoded,292,10,0,1,0,0,2662,0,1
gpqa_encoded,292,11,0,1,0,0,1450,0,1
gpqa_encoded,292,12,0,1,0,0,1665,0,1
gpqa_encoded,292,13,0,1,0,0,4022,0,1
gpqa_encoded,292,14,0,0,0,0,1677,0,0
gpqa_encoded,292,15,0,1,0,0,1919,0,1
gpqa_encoded,292,16,0,1,0,0,1604,0,1
gpqa_encoded,292,17,0,1,0,0,2244,0,1
gpqa_encoded,292,18,0,1,0,0,1125,0,1
gpqa_encoded,292,19,0,1,0,0,1115,0,1
gpqa_encoded,292,20,0,1,0,0,890,0,1
gpqa_encoded,292,21,0,1,0,0,1767,0,1
gpqa_encoded,292,22,0,0,0,0,1778,0,0
gpqa_encoded,292,23,0,0,0,0,3379,0,0
gpqa_encoded,292,0,1,1,0,0,1715,0,1
gpqa_encoded,292,1,1,0,0,0,3722,0,0
gpqa_encoded,292,2,1,0,0,0,2168,0,0
gpqa_encoded,292,3,1,1,0,0,7907,0,1
gpqa_encoded,292,4,1,0,0,0,1829,0,0
gpqa_encoded,292,5,1,1,0,0,3223,0,1
gpqa_encoded,292,6,1,0,0,0,3603,0,0
gpqa_encoded,292,7,1,0,0,0,1277,0,0
gpqa_encoded,292,8,1,0,0,0,2651,0,0
gpqa_encoded,292,9,1,0,0,0,3495,0,0
gpqa_encoded,292,10,1,0,0,0,2277,0,0
gpqa_encoded,292,11,1,1,0,0,788,0,1
gpqa_encoded,292,12,1,0,0,0,1500,0,0
gpqa_encoded,292,13,1,1,0,0,2167,0,1
gpqa_encoded,292,14,1,1,0,0,1725,0,1
gpqa_encoded,292,15,1,0,0,0,1507,0,0
gpqa_encoded,292,16,1,1,0,0,1784,0,1
gpqa_encoded,292,17,1,1,0,0,1162,0,1
gpqa_encoded,292,18,1,0,0,0,1584,0,0
gpqa_encoded,292,19,1,1,0,0,2005,0,1
gpqa_encoded,292,20,1,0,0,0,1682,0,0
gpqa_encoded,292,21,1,0,0,0,2511,0,0
gpqa_encoded,292,22,1,1,0,0,2173,0,1
gpqa_encoded,292,23,1,1,0,0,4290,0,1
gpqa_encoded,452,0,0,1,0,0,2998,0,1
gpqa_encoded,452,1,0,0,0,0,7661,0,0
gpqa_encoded,452,2,0,0,0,0,6445,0,0
gpqa_encoded,452,3,0,0,0,0,3762,0,0
gpqa_encoded,452,4,0,0,0,0,4613,0,0
gpqa_encoded,452,5,0,0,0,0,2774,0,0
gpqa_encoded,452,6,0,1,0,0,4197,0,1
gpqa_encoded,452,7,0,1,0,0,6945,0,1
gpqa_encoded,452,8,0,0,0,0,8645,0,0
gpqa_encoded,452,9,0,1,0,0,6364,0,1
gpqa_encoded,452,10,0,0,0,0,5110,0,0
gpqa_encoded,452,11,0,0,0,0,3498,0,0
gpqa_encoded,452,12,0,0,0,0,6040,0,0
gpqa_encoded,452,13,0,0,0,0,16555,0,0
gpqa_encoded,452,14,0,0,0,0,17608,0,0
gpqa_encoded,452,15,0,1,0,0,15170,0,1
gpqa_encoded,452,16,0,1,0,0,3422,0,1
gpqa_encoded,452,17,0,0,0,0,2447,0,0
gpqa_encoded,452,18,0,0,0,0,3639,0,0
gpqa_encoded,452,19,0,0,0,0,6675,0,0
gpqa_encoded,452,20,0,0,0,0,9224,0,0
gpqa_encoded,452,21,0,1,0,0,4615,0,1
gpqa_encoded,452,22,0,0,0,0,5605,0,0
gpqa_encoded,452,23,0,0,0,0,5450,0,0
gpqa_encoded,452,0,1,1,0,0,2625,0,1
gpqa_encoded,452,1,1,0,0,0,2249,0,0
gpqa_encoded,452,2,1,0,0,0,2232,0,0
gpqa_encoded,452,3,1,0,0,0,1510,0,0
gpqa_encoded,452,4,1,0,0,0,5464,0,0
gpqa_encoded,452,5,1,0,0,0,2360,0,0
gpqa_encoded,452,6,1,1,0,0,1963,0,1
gpqa_encoded,452,7,1,1,0,0,4986,0,1
gpqa_encoded,452,8,1,0,0,0,8705,0,0
gpqa_encoded,452,9,1,0,0,0,3940,0,0
gpqa_encoded,452,10,1,0,0,0,3154,0,0
gpqa_encoded,452,11,1,0,0,0,7199,0,0
gpqa_encoded,452,12,1,1,0,0,2359,0,1
gpqa_encoded,452,13,1,0,0,0,3370,0,0
gpqa_encoded,452,14,1,0,0,0,3881,0,0
gpqa_encoded,452,15,1,0,0,0,3374,0,0
gpqa_encoded,452,16,1,1,0,0,6826,0,1
gpqa_encoded,452,17,1,0,0,0,5039,0,0
gpqa_encoded,452,18,1,0,0,0,1482,0,0
gpqa_encoded,452,19,1,0,0,0,2909,0,0
gpqa_encoded,452,20,1,0,0,0,3462,0,0
gpqa_encoded,452,21,1,0,0,0,3003,0,0
gpqa_encoded,452,22,1,0,0,0,5695,0,0
gpqa_encoded,452,23,1,0,0,0,6367,0,0
gpqa_encoded,45,0,0,0,0,0,3716,0,0
gpqa_encoded,45,1,0,0,0,0,2454,0,0
gpqa_encoded,45,2,0,0,0,0,3204,0,0
gpqa_encoded,45,3,0,0,0,0,3142,0,0
gpqa_encoded,45,4,0,0,0,0,3875,0,0
gpqa_encoded,45,5,0,0,0,0,3521,0,0
gpqa_encoded,45,6,0,0,0,0,1255,0,0
gpqa_encoded,45,7,0,0,0,0,4602,0,0
gpqa_encoded,45,8,0,0,0,0,3238,0,0
gpqa_encoded,45,9,0,0,0,0,3485,0,0
gpqa_encoded,45,10,0,0,0,0,3979,0,0
gpqa_encoded,45,11,0,1,0,0,3997,0,1
gpqa_encoded,45,12,0,0,0,0,4304,0,0
gpqa_encoded,45,13,0,0,0,0,4069,0,0
gpqa_encoded,45,14,0,0,0,0,2904,0,0
gpqa_encoded,45,15,0,0,0,0,3582,0,0
gpqa_encoded,45,16,0,0,0,0,3085,0,0
gpqa_encoded,45,17,0,0,0,0,5374,0,0
gpqa_encoded,45,18,0,0,0,0,3577,0,0
gpqa_encoded,45,19,0,1,0,0,1941,0,1
gpqa_encoded,45,20,0,0,0,0,3016,0,0
gpqa_encoded,45,21,0,0,0,0,2847,0,0
gpqa_encoded,45,22,0,0,0,0,1792,0,0
gpqa_encoded,45,23,0,0,0,0,2605,0,0
gpqa_encoded,45,0,1,0,0,0,1404,0,0
gpqa_encoded,45,1,1,1,0,0,3255,0,1
gpqa_encoded,45,2,1,0,0,0,3009,0,0
gpqa_encoded,45,3,1,1,0,0,3639,0,1
gpqa_encoded,45,4,1,0,0,0,2650,0,0
gpqa_encoded,45,5,1,0,0,0,2795,0,0
gpqa_encoded,45,6,1,0,0,0,3170,0,0
gpqa_encoded,45,7,1,1,0,0,2302,0,1
gpqa_encoded,45,8,1,0,0,0,2716,0,0
gpqa_encoded,45,9,1,0,0,0,3108,0,0
gpqa_encoded,45,10,1,1,1,0,2472,0,1
gpqa_encoded,45,11,1,0,0,0,2814,0,0
gpqa_encoded,45,12,1,0,0,0,5157,0,0
gpqa_encoded,45,13,1,0,0,0,2304,0,0
gpqa_encoded,45,14,1,1,0,0,3746,0,1
gpqa_encoded,45,15,1,1,0,0,1781,0,1
gpqa_encoded,45,16,1,1,0,0,1479,0,1
gpqa_encoded,45,17,1,1,0,0,3417,0,1
gpqa_encoded,45,18,1,1,0,0,2021,0,1
gpqa_encoded,45,19,1,1,0,0,2623,0,1
gpqa_encoded,45,20,1,0,1,0,3119,0,0
gpqa_encoded,45,21,1,0,0,0,3914,0,0
gpqa_encoded,45,22,1,1,0,0,4526,0,1
gpqa_encoded,45,23,1,0,0,0,2764,0,0
gpqa_encoded,355,0,0,0,0,0,36842,0,0
gpqa_encoded,355,1,0,0,0,0,35246,0,0
gpqa_encoded,355,2,0,0,0,0,49793,0,0
gpqa_encoded,355,3,0,0,0,0,10472,0,0
gpqa_encoded,355,4,0,0,0,0,39316,0,0
gpqa_encoded,355,5,0,0,0,0,36959,0,0
gpqa_encoded,355,6,0,0,0,0,33478,0,0
gpqa_encoded,355,7,0,0,0,0,45945,0,0
gpqa_encoded,355,8,0,0,0,0,46845,0,0
gpqa_encoded,355,9,0,0,0,0,11688,0,0
gpqa_encoded,355,10,0,0,0,0,14997,0,0
gpqa_encoded,355,11,0,0,0,0,34666,0,0
gpqa_encoded,355,12,0,1,0,0,25035,0,1
gpqa_encoded,355,13,0,0,0,0,47458,0,0
gpqa_encoded,355,14,0,0,0,0,24649,0,0
gpqa_encoded,355,15,0,0,0,0,19673,0,0
gpqa_encoded,355,16,0,0,0,0,21061,0,0
gpqa_encoded,355,17,0,0,0,0,17844,0,0
gpqa_encoded,355,18,0,0,0,0,19712,0,0
gpqa_encoded,355,19,0,0,0,0,47262,0,0
gpqa_encoded,355,20,0,0,0,0,8744,0,0
gpqa_encoded,355,21,0,0,0,0,46172,0,0
gpqa_encoded,355,22,0,0,0,0,30096,0,0
gpqa_encoded,355,23,0,0,0,0,15386,0,0
gpqa_encoded,355,0,1,0,0,0,24726,0,0
gpqa_encoded,355,1,1,1,0,0,54206,0,1
gpqa_encoded,355,2,1,1,0,0,18275,0,1
gpqa_encoded,355,3,1,1,0,0,19938,0,1
gpqa_encoded,355,4,1,1,0,0,28796,0,1
gpqa_encoded,355,5,1,0,0,0,32053,0,0
gpqa_encoded,355,6,1,0,0,0,29791,0,0
gpqa_encoded,355,7,1,1,0,0,20411,0,1
gpqa_encoded,355,8,1,1,0,0,28355,0,1
gpqa_encoded,355,9,1,1,0,0,14531,0,1
gpqa_encoded,355,10,1,0,0,0,53532,0,0
