dataset,instance_id,sample,x,y,z_cot,z_act,cot_chars,no_answer,z_noop
gpqa,515,1,1,0,1,0,1475,0,0
gpqa,515,2,1,0,0,0,3692,0,0
gpqa,515,3,1,0,0,0,2133,0,0
gpqa,213,0,0,0,0,0,30096,0,0
gpqa,213,1,0,0,0,0,26499,0,0
gpqa,213,2,0,0,0,0,29482,0,0
gpqa,213,3,0,0,0,0,10368,0,0
gpqa,213,0,1,0,0,0,22432,0,0
gpqa,213,1,1,0,0,0,17405,0,0
gpqa,213,2,1,0,0,0,19447,0,0
gpqa,213,3,1,0,0,0,24441,0,0
gpqa,790,0,0,0,0,0,27012,0,0
gpqa,790,1,0,0,0,0,23003,0,0
gpqa,790,2,0,0,0,0,51690,1,0
gpqa,790,3,0,0,0,0,6886,0,0
gpqa,790,0,1,0,0,0,33368,0,0
gpqa,790,1,1,0,0,0,28063,0,0
gpqa,790,2,1,0,0,0,37365,0,0
gpqa,790,3,1,0,0,0,52343,0,0
gpqa,236,0,0,0,0,0,2408,0,0
gpqa,236,1,0,0,0,0,2099,0,0
gpqa,236,2,0,0,0,0,3093,0,0
gpqa,236,3,0,0,0,0,2353,0,0
gpqa,236,0,1,0,1,0,2462,0,0
gpqa,236,1,1,0,0,0,4596,0,0
gpqa,236,2,1,0,0,0,6536,0,0
gpqa,236,3,1,1,0,0,898,0,1
gpqa,115,0,0,1,0,0,25055,0,1
gpqa,115,1,0,1,0,0,16992,0,1
gpqa,115,2,0,1,0,0,35024,0,1
gpqa,115,3,0,0,0,0,12306,0,0
gpqa,115,0,1,0,0,0,1387,0,0
gpqa,115,1,1,0,0,0,1130,0,0
gpqa,115,2,1,0,0,0,37317,0,0
gpqa,115,3,1,0,0,0,786,0,0
gpqa,337,0,0,0,0,0,27433,0,0
gpqa,337,1,0,0,0,0,18538,0,0
gpqa,337,2,0,0,0,0,35729,0,0
gpqa,337,3,0,0,0,0,57593,1,0
gpqa,337,0,1,0,0,0,58701,1,0
gpqa,337,1,1,0,0,0,45451,0,0
gpqa,337,2,1,0,0,0,18482,0,0
gpqa,337,3,1,0,0,0,54589,0,0
gpqa,70,0,0,1,0,0,1417,0,0
gpqa,70,1,0,1,0,0,1203,0,0
gpqa,70,2,0,1,0,0,1428,0,0
gpqa,70,3,0,0,0,0,813,0,0
gpqa,70,0,1,1,0,0,1276,0,0
gpqa,70,1,1,1,0,0,1083,0,0
gpqa,70,2,1,1,0,0,1353,0,0
gpqa,70,3,1,1,0,0,1235,0,0
gpqa,619,0,0,1,0,0,12174,0,0
gpqa,619,1,0,1,0,0,21056,0,0
gpqa,619,2,0,0,0,0,23046,0,0
gpqa,619,3,0,1,0,0,18479,0,0
gpqa,619,0,1,0,0,0,14045,0,0
gpqa,619,1,1,0,0,0,27327,0,0
gpqa,619,2,1,1,0,0,14513,0,0
gpqa,619,3,1,1,0,0,14834,0,0
gpqa,348,0,0,0,0,0,4573,0,0
gpqa,348,1,0,0,0,0,6331,0,0
gpqa,348,2,0,0,0,0,4947,0,0
gpqa,348,3,0,0,0,0,2843,0,0
gpqa,348,0,1,0,0,0,3445,0,0
gpqa,348,1,1,0,0,0,2982,0,0
gpqa,348,2,1,1,0,0,3180,0,1
gpqa,348,3,1,0,0,0,4129,0,0
gpqa,502,0,0,0,0,0,844,0,0
gpqa,502,1,0,0,0,0,1634,0,0
gpqa,502,2,0,0,0,0,1927,0,0
gpqa,502,3,0,0,0,0,1818,0,0
gpqa,502,0,1,0,0,0,1812,0,0
gpqa,502,1,1,0,0,0,1709,0,0
gpqa,502,2,1,0,0,0,1866,0,0
gpqa,502,3,1,0,0,0,1568,0,0
gpqa,156,0,0,0,0,0,1510,0,0
gpqa,156,1,0,0,0,0,727,0,0
gpqa,156,2,0,0,0,0,738,0,0
gpqa,156,3,0,0,0,0,1288,0,0
gpqa,156,0,1,0,0,0,2647,0,0
gpqa,156,1,1,0,0,0,2127,0,0
gpqa,156,2,1,0,0,0,1733,0,0
gpqa,156,3,1,0,0,0,1936,0,0
gpqa,114,0,0,0,0,0,4460,0,0
gpqa,114,1,0,0,0,0,4269,0,0
gpqa,114,2,0,0,0,0,3713,0,0
gpqa,114,3,0,0,0,0,14223,0,0
gpqa,114,0,1,0,0,0,4595,0,0
gpqa,114,1,1,0,0,0,7525,0,0
gpqa,114,2,1,0,0,0,2974,0,0
gpqa,114,3,1,0,0,0,2273,1,0
gpqa,283,0,0,0,0,0,3524,0,0
gpqa,283,1,0,0,0,0,4224,0,0
gpqa,283,2,0,0,0,0,5944,0,0
gpqa,283,3,0,0,0,0,7362,0,0
gpqa,283,0,1,1,0,0,6364,0,1
gpqa,283,1,1,0,1,0,1321,0,0
gpqa,283,2,1,1,0,0,2233,0,1
gpqa,283,3,1,1,1,0,2298,0,1
gpqa,106,0,0,0,0,0,3286,0,0
gpqa,106,1,0,0,0,0,1865,0,0
gpqa,106,2,0,0,0,0,2659,0,0
gpqa,106,3,0,0,0,0,1292,0,0
gpqa,106,0,1,1,0,0,1186,0,1
gpqa,106,1,1,1,1,0,1961,0,1
gpqa,106,2,1,1,1,0,1266,0,1
gpqa,106,3,1,1,1,0,1581,0,1
gpqa,454,0,0,0,0,0,4502,0,0
gpqa,454,1,0,0,0,0,1317,0,0
gpqa,454,2,0,0,0,0,4254,0,0
gpqa,454,3,0,0,0,0,1686,0,0
gpqa,454,0,1,0,0,0,4090,0,0
gpqa,454,1,1,0,0,0,1508,0,0
gpqa,454,2,1,0,0,0,3224,0,0
gpqa,454,3,1,0,0,0,7631,0,0
gpqa,345,0,0,0,0,0,49859,1,0
gpqa,345,1,0,0,0,0,50071,1,0
gpqa,345,2,0,0,0,0,50721,1,0
gpqa,345,3,0,0,0,0,39147,0,0
gpqa,345,0,1,0,0,0,26619,0,0
gpqa,345,1,1,0,0,0,49219,1,0
gpqa,345,2,1,0,0,0,48845,1,0
gpqa,345,3,1,0,0,0,34888,0,0
gpqa,452,0,0,0,0,0,15213,0,0
gpqa,452,1,0,0,0,0,12315,0,0
gpqa,452,2,0,0,0,0,11215,0,0
gpqa,452,3,0,0,0,0,7801,0,0
gpqa,452,0,1,1,0,0,6505,0,1
gpqa,452,1,1,0,0,0,23270,0,0
gpqa,452,2,1,0,0,0,8359,0,0
gpqa,452,3,1,0,0,0,10020,0,0
gpqa,205,0,0,0,0,0,11657,0,0
gpqa,205,1,0,0,0,0,9002,0,0
gpqa,205,2,0,0,0,0,14481,0,0
gpqa,205,3,0,0,0,0,8328,0,0
gpqa,205,0,1,0,0,0,9970,0,0
gpqa,205,1,1,0,0,0,7360,0,0
gpqa,205,2,1,0,0,0,12039,0,0
gpqa,205,3,1,0,0,0,10268,0,0
gpqa,773,0,0,0,0,0,32377,0,0
gpqa,773,1,0,0,0,0,16349,0,0
gpqa,773,2,0,0,0,0,17432,0,0
gpqa,773,3,0,0,0,0,26926,0,0
gpqa,773,0,1,0,0,0,30083,0,0
gpqa,773,1,1,0,0,0,35818,0,0
gpqa,773,2,1,0,0,0,40630,1,0
gpqa,773,3,1,0,0,0,29722,0,0
gpqa,664,0,0,0,0,0,1099,0,0
gpqa,664,1,0,0,0,0,2176,0,0
gpqa,664,2,0,0,0,0,911,0,0
gpqa,664,3,0,0,0,0,1279,0,0
gpqa,664,0,1,0,0,0,1914,0,0
gpqa,664,1,1,1,0,0,1075,0,1
gpqa,664,2,1,1,0,0,2494,0,1
gpqa,664,3,1,1,1,0,5376,0,1
gpqa,693,0,0,1,0,0,14363,0,1
gpqa,693,1,0,0,0,0,41022,0,0
gpqa,693,2,0,1,0,0,28354,0,1
gpqa,693,3,0,1,0,0,38440,0,1
gpqa,693,0,1,1,0,0,32557,0,1
gpqa,693,1,1,0,0,0,58437,1,0
gpqa,693,2,1,1,0,0,30245,0,1
gpqa,693,3,1,1,0,0,19428,0,1
gpqa,30,0,0,0,0,0,28579,0,0
gpqa,30,1,0,0,0,0,16231,0,0
gpqa,30,2,0,1,0,0,38094,0,1
gpqa,30,3,0,0,0,0,22947,0,0
gpqa,30,0,1,1,0,0,20524,0,1
gpqa,30,1,1,1,0,0,24603,0,1
gpqa,30,2,1,0,0,0,5810,0,0
gpqa,30,3,1,0,0,0,29365,0,0
gpqa,166,0,0,1,0,0,5546,0,1
gpqa,166,1,0,1,0,0,6350,0,1
gpqa,166,2,0,0,0,0,4177,0,0
gpqa,166,3,0,0,0,0,3297,0,0
gpqa,166,0,1,1,1,0,446,0,1
gpqa,166,1,1,1,1,0,4104,0,1
gpqa,166,2,1,1,1,0,3724,0,1
gpqa,166,3,1,1,1,0,2300,0,1
gpqa,256,0,0,0,0,0,6786,0,0
gpqa,256,1,0,0,0,0,6993,0,0
gpqa,256,2,0,0,0,0,3370,0,0
gpqa,256,3,0,0,0,0,5382,0,0
gpqa,256,0,1,0,0,0,2857,0,0
gpqa,256,1,1,0,0,0,2848,0,0
gpqa,256,2,1,0,0,0,2181,0,0
gpqa,256,3,1,0,0,0,3680,0,0
gpqa,55,0,0,0,0,0,10423,0,0
gpqa,55,1,0,1,0,0,9237,0,1
gpqa,55,2,0,0,0,0,8284,0,0
gpqa,55,3,0,0,0,0,5742,0,0
gpqa,55,0,1,1,1,0,2575,0,1
gpqa,55,1,1,0,1,0,852,0,0
gpqa,55,2,1,1,1,0,13366,0,1
gpqa,55,3,1,1,0,0,4272,0,1
gpqa,530,0,0,0,0,0,1165,0,0
gpqa,530,1,0,0,0,0,1558,0,0
gpqa,530,2,0,0,0,0,2638,0,0
gpqa,530,3,0,0,0,0,2061,0,0
gpqa,530,0,1,0,0,0,2150,0,0
gpqa,530,1,1,0,0,0,4305,0,0
gpqa,530,2,1,0,0,0,2408,0,0
gpqa,530,3,1,0,0,0,3320,0,0
gpqa,341,0,0,0,0,0,513,0,0
gpqa,341,1,0,0,0,0,1160,0,0
gpqa,341,2,0,0,0,0,1405,0,0
gpqa,341,3,0,0,0,0,2091,0,0
gpqa,341,0,1,0,0,0,893,0,0
gpqa,341,1,1,0,0,0,827,0,0
gpqa,341,2,1,0,0,0,680,0,0
gpqa,341,3,1,0,0,0,1478,0,0
gpqa,293,0,0,1,0,0,3698,0,1
gpqa,293,1,0,0,0,0,4464,0,0
gpqa,293,2,0,0,0,0,3968,0,0
gpqa,293,3,0,0,0,0,11104,0,0
gpqa,293,0,1,0,0,0,11616,0,0
gpqa,293,1,1,0,0,0,12843,0,0
gpqa,293,2,1,0,0,0,5870,0,0
gpqa,293,3,1,0,0,0,12210,0,0
